ANO;MÊS;UNIDADE DA FEDERAÇÃO;REFINARIA;MATÉRIA PRIMA;PROCESSADO
1992;FEV;MINAS GERAIS;REGAP;PETRÓLEO IMPORTADO;500017
1992;JAN;MINAS GERAIS;REGAP;PETRÓLEO IMPORTADO;651348
1992;ABR;MINAS GERAIS;REGAP;PETRÓLEO IMPORTADO;485853
1992;MAR;MINAS GERAIS;REGAP;PETRÓLEO IMPORTADO;626679
1992;JUN;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;6988
1992;MAI;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;25417
1992;AGO;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;16566
1992;JUL;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;32633
1992;ABR;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;16176
1992;JAN;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;25165
1992;DEZ;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;755432
1992;MAR;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;21349
1992;FEV;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;17669
1992;SET;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;15750
1992;ABR;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;0
1992;MAR;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;1426
1992;JUL;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;4424
1992;MAI;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;0
1992;FEV;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;0
1992;NOV;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;9096
1992;OUT;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;23222
1992;JAN;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;1258
1992;DEZ;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;18820
1992;NOV;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;25400
1992;OUT;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;25152
1992;JAN;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;740773
1992;DEZ;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;24363
1992;SET;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;26046
1992;JUN;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;24476
1992;MAI;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;25332
1992;AGO;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;25330
1992;JUL;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;23760
1992;FEV;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;433613
1992;SET;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;748967
1992;AGO;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;936169
1992;NOV;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;711947
1992;OUT;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;868766
1992;JUL;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;1133197
1992;ABR;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;732623
1992;MAR;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;902906
1992;JUN;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;988524
1992;MAI;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;633635
1992;FEV;RIO DE JANEIRO;REDUC;PETRÓLEO IMPORTADO;541815
1992;NOV;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;15221
1992;OUT;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;13780
1992;JAN;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;DEZ;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;8224
1992;SET;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;15015
1992;JUN;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;7897
1992;MAI;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;10565
1992;AGO;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;10588
1992;JUL;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;12853
1992;FEV;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;SET;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;AGO;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;NOV;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;OUT;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;JUL;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;ABR;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;MAR;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;JUN;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;MAI;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;ABR;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;8850
1992;MAR;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;23846
1992;JUN;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;12904
1992;MAI;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;18662
1992;FEV;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;7381
1992;NOV;PERNAMBUCO;RNEST;PETRÓLEO NACIONAL;0
1992;OUT;PERNAMBUCO;RNEST;PETRÓLEO NACIONAL;0
1992;JAN;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;11936
1992;DEZ;PERNAMBUCO;RNEST;PETRÓLEO NACIONAL;0
1992;JUL;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;9329
1992;FEV;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;13948
1992;JAN;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;0
1992;ABR;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;10084
1992;MAR;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL;6087
1992;DEZ;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;13595
1992;SET;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;14315
1992;AGO;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;19848
1992;NOV;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;30808
1992;OUT;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL;9881
1992;JAN;BAHIA;RLAM;PETRÓLEO IMPORTADO;9734
1992;DEZ;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;0
1992;MAR;BAHIA;RLAM;PETRÓLEO IMPORTADO;11067
1992;FEV;BAHIA;RLAM;PETRÓLEO IMPORTADO;10650
1992;NOV;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;23283
1992;AGO;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;2743
1992;JUL;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;22796
1992;OUT;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;233
1992;SET;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;3215
1992;ABR;BAHIA;RLAM;PETRÓLEO IMPORTADO;7753
1992;NOV;BAHIA;RLAM;PETRÓLEO IMPORTADO;10717
1992;OUT;BAHIA;RLAM;PETRÓLEO IMPORTADO;11391
1992;JAN;RIO DE JANEIRO;REDUC;PETRÓLEO IMPORTADO;516589
1992;DEZ;BAHIA;RLAM;PETRÓLEO IMPORTADO;10443
1992;SET;BAHIA;RLAM;PETRÓLEO IMPORTADO;12454
1992;JUN;BAHIA;RLAM;PETRÓLEO IMPORTADO;5400
1992;MAI;BAHIA;RLAM;PETRÓLEO IMPORTADO;12560
1992;AGO;BAHIA;RLAM;PETRÓLEO IMPORTADO;9237
1992;JUL;BAHIA;RLAM;PETRÓLEO IMPORTADO;9086
1992;JUN;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1992;MAI;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1992;AGO;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1992;JUL;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1992;ABR;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1992;JAN;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1992;DEZ;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL;0
1992;MAR;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1992;FEV;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1992;SET;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1992;ABR;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;1893
1992;MAR;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;7467
1992;JUN;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;5896
1992;MAI;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;0
1992;FEV;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;3960
1992;NOV;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1992;OUT;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1992;JAN;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;7671
1992;DEZ;BAHIA;DAX OIL;PETRÓLEO NACIONAL;0
1993;FEV;SÃO PAULO;RPBC;OUTRAS CARGAS;9717
1993;JAN;SÃO PAULO;RPBC;OUTRAS CARGAS;4764
1993;ABR;SÃO PAULO;RPBC;OUTRAS CARGAS;0
1993;MAR;SÃO PAULO;RPBC;OUTRAS CARGAS;9804
1993;DEZ;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;SET;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;AGO;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;NOV;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;OUT;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;MAI;SÃO PAULO;RPBC;OUTRAS CARGAS;0
1993;DEZ;SÃO PAULO;RPBC;OUTRAS CARGAS;104
1993;NOV;SÃO PAULO;RPBC;OUTRAS CARGAS;0
1993;FEV;BAHIA;RLAM;OUTRAS CARGAS;1066
1993;JAN;BAHIA;RLAM;OUTRAS CARGAS;1184
1993;OUT;SÃO PAULO;RPBC;OUTRAS CARGAS;8831
1993;JUL;SÃO PAULO;RPBC;OUTRAS CARGAS;4599
1993;JUN;SÃO PAULO;RPBC;OUTRAS CARGAS;0
1993;SET;SÃO PAULO;RPBC;OUTRAS CARGAS;15083
1993;AGO;SÃO PAULO;RPBC;OUTRAS CARGAS;1533
1993;JUL;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;JUN;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;SET;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;AGO;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;MAI;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;FEV;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;JAN;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;ABR;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;MAR;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;OUT;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;MAI;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;ABR;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;JUL;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;JUN;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;MAR;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;DEZ;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;NOV;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;0
1993;FEV;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;JAN;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;0
1993;ABR;MINAS GERAIS;REGAP;OUTRAS CARGAS;25468
1993;MAR;MINAS GERAIS;REGAP;OUTRAS CARGAS;21840
1993;JUN;MINAS GERAIS;REGAP;OUTRAS CARGAS;1811
1993;MAI;MINAS GERAIS;REGAP;OUTRAS CARGAS;6817
1993;FEV;MINAS GERAIS;REGAP;OUTRAS CARGAS;26913
1993;NOV;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;7825
1993;OUT;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;7990
1993;JAN;MINAS GERAIS;REGAP;OUTRAS CARGAS;15686
1993;DEZ;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;5571
1993;JUL;MINAS GERAIS;REGAP;OUTRAS CARGAS;17741
1993;FEV;RIO GRANDE DO SUL;REFAP;OUTRAS CARGAS;3705
1993;JAN;RIO GRANDE DO SUL;REFAP;OUTRAS CARGAS;13343
1993;AGO;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;0
1993;MAR;RIO GRANDE DO SUL;REFAP;OUTRAS CARGAS;4073
1993;DEZ;MINAS GERAIS;REGAP;OUTRAS CARGAS;17674
1993;SET;MINAS GERAIS;REGAP;OUTRAS CARGAS;15181
1993;AGO;MINAS GERAIS;REGAP;OUTRAS CARGAS;2681
1993;NOV;MINAS GERAIS;REGAP;OUTRAS CARGAS;16266
1993;OUT;MINAS GERAIS;REGAP;OUTRAS CARGAS;2454
1993;SET;BAHIA;RLAM;OUTRAS CARGAS;3440
1993;AGO;BAHIA;RLAM;OUTRAS CARGAS;2152
1993;NOV;BAHIA;RLAM;OUTRAS CARGAS;748
1993;OUT;BAHIA;RLAM;OUTRAS CARGAS;1851
1993;JUL;BAHIA;RLAM;OUTRAS CARGAS;3833
1993;ABR;BAHIA;RLAM;OUTRAS CARGAS;2102
1993;MAR;BAHIA;RLAM;OUTRAS CARGAS;754
1993;JUN;BAHIA;RLAM;OUTRAS CARGAS;3969
1993;MAI;BAHIA;RLAM;OUTRAS CARGAS;2927
1993;DEZ;BAHIA;RLAM;OUTRAS CARGAS;1840
1993;JUL;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;607
1993;JUN;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;8725
1993;SET;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;6090
1993;AGO;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;19547
1993;MAI;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;52170
1993;FEV;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;12361
1993;JAN;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;17576
1993;ABR;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;16057
1993;MAR;RIO DE JANEIRO;REDUC;OUTRAS CARGAS;9260
1993;OUT;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;104321
1993;SET;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;79927
1993;DEZ;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;173344
1993;NOV;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;186780
1993;AGO;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;368890
1993;MAI;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;239914
1993;ABR;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;221403
1993;JUL;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;195322
1993;JUN;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;142379
1993;JAN;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;AGO;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;JUL;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;OUT;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;SET;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;JUN;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;MAR;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;FEV;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;MAI;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;ABR;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;MAR;PARANÁ;REPAR;PETRÓLEO IMPORTADO;268333
1993;FEV;PARANÁ;REPAR;PETRÓLEO IMPORTADO;149669
1993;MAI;PARANÁ;REPAR;PETRÓLEO IMPORTADO;337541
1993;ABR;PARANÁ;REPAR;PETRÓLEO IMPORTADO;164498
1993;JAN;PARANÁ;REPAR;PETRÓLEO IMPORTADO;299685
1993;OUT;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;0
1993;SET;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;0
1993;DEZ;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;0
1993;NOV;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;3395
1993;JUN;PARANÁ;REPAR;PETRÓLEO IMPORTADO;327181
1993;JAN;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;20652
1993;DEZ;PARANÁ;REPAR;PETRÓLEO IMPORTADO;444145
1993;MAR;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;158152
1993;FEV;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;48442
1993;NOV;PARANÁ;REPAR;PETRÓLEO IMPORTADO;270919
1993;AGO;PARANÁ;REPAR;PETRÓLEO IMPORTADO;211847
1993;JUL;PARANÁ;REPAR;PETRÓLEO IMPORTADO;397608
1993;OUT;PARANÁ;REPAR;PETRÓLEO IMPORTADO;169975
1993;SET;PARANÁ;REPAR;PETRÓLEO IMPORTADO;172147
1993;DEZ;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;23295
1993;NOV;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;30187
1993;FEV;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;33824
1993;JAN;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;35123
1993;OUT;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;28883
1993;JUL;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;27801
1993;JUN;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;27043
1993;SET;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;32113
1993;AGO;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;29066
1993;MAR;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;31717
1993;OUT;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;35826
1993;SET;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;34907
1993;DEZ;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;29483
1993;NOV;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;28729
1993;AGO;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;39096
1993;MAI;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;34226
1993;ABR;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;33477
1993;JUL;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;37650
1993;JUN;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;38360
1993;MAI;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;ABR;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;JUL;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;JUN;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;MAR;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;DEZ;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;NOV;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;0
1993;FEV;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;JAN;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;AGO;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;MAR;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;19721
1993;FEV;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;23387
1993;MAI;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;28836
1993;ABR;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;28079
1993;JAN;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;29679
1993;OUT;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;SET;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;DEZ;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;NOV;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;0
1993;ABR;RIO GRANDE DO SUL;REFAP;OUTRAS CARGAS;13386
1993;OUT;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;SET;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;DEZ;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;NOV;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;AGO;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;MAI;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;ABR;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;JUL;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;JUN;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;JAN;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;AGO;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;JUL;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;OUT;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;SET;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;JUN;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;MAR;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;FEV;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;MAI;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;ABR;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;MAR;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;FEV;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;MAI;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;ABR;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;JAN;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;OUT;SÃO PAULO;REVAP;OUTRAS CARGAS;4555
1993;SET;SÃO PAULO;REVAP;OUTRAS CARGAS;5364
1993;DEZ;SÃO PAULO;REVAP;OUTRAS CARGAS;6256
1993;NOV;SÃO PAULO;REVAP;OUTRAS CARGAS;6884
1993;JUN;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;JAN;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;DEZ;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;MAR;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;FEV;PERNAMBUCO;RNEST;OUTRAS CARGAS;0
1993;NOV;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;AGO;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;JUL;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;OUT;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;SET;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS;0
1993;DEZ;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;NOV;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;FEV;BAHIA;DAX OIL;OUTRAS CARGAS;0
1993;JAN;BAHIA;DAX OIL;OUTRAS CARGAS;0
1993;OUT;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;JUL;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;JUN;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;SET;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;AGO;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;MAR;BAHIA;DAX OIL;OUTRAS CARGAS;0
1993;NOV;BAHIA;DAX OIL;OUTRAS CARGAS;0
1993;OUT;BAHIA;DAX OIL;OUTRAS CARGAS;0
1993;SET;PERNAMBUCO;RNEST;PETRÓLEO NACIONAL;0
1993;DEZ;BAHIA;DAX OIL;OUTRAS CARGAS;0
1993;SET;BAHIA;DAX OIL;OUTRAS CARGAS;0
1993;MAI;BAHIA;DAX OIL;OUTRAS CARGAS;0
1993;ABR;BAHIA;DAX OIL;OUTRAS CARGAS;0
1993;JUL;BAHIA;DAX OIL;OUTRAS CARGAS;0
1993;JUN;BAHIA;DAX OIL;OUTRAS CARGAS;0
1993;MAI;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS;0
1993;ABR;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS;0
1993;JUL;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS;0
1993;JUN;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS;0
1993;MAR;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS;0
1993;DEZ;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;NOV;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS;0
1993;FEV;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS;0
1993;JAN;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS;0
1993;AGO;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS;0
1993;MAR;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;FEV;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;MAI;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;ABR;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;JAN;SÃO PAULO;UNIVEN;OUTRAS CARGAS;0
1993;OUT;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS;0
1993;SET;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS;0
