ANO;MÊS;PRODUTO;OPERAÇÃO COMERCIAL;IMPORTADO / EXPORTADO;DISPÊNDIO / RECEITA
2014;SET;PETRÓLEO;EXPORTAÇÃO;2399525,337;1327190582
2014;ABR;PETRÓLEO;IMPORTAÇÃO;1791902,745;1261020979
2014;AGO;PETRÓLEO;IMPORTAÇÃO;1577758,329;1152543880
2014;DEZ;PETRÓLEO;IMPORTAÇÃO;2213379,939;1285964678
2014;FEV;PETRÓLEO;IMPORTAÇÃO;2177695,181;1616699049
2014;JAN;PETRÓLEO;IMPORTAÇÃO;1571408,989;1098324319
2014;JUL;PETRÓLEO;IMPORTAÇÃO;2643681,424;1892551873
2014;JUN;PETRÓLEO;IMPORTAÇÃO;1942532,484;1366113327
2014;MAI;PETRÓLEO;IMPORTAÇÃO;1505718,4;1096436445
2014;MAR;PETRÓLEO;IMPORTAÇÃO;1103637,679;809150401
2014;NOV;PETRÓLEO;IMPORTAÇÃO;2069969,775;1291663525
2014;OUT;PETRÓLEO;IMPORTAÇÃO;1482235,039;972343916
2014;SET;PETRÓLEO;IMPORTAÇÃO;2838399,749;2031123080
2015;ABR;PETRÓLEO;EXPORTAÇÃO;3866146,984;1088393159
2015;AGO;PETRÓLEO;EXPORTAÇÃO;4032912,784;1132640741
2015;DEZ;PETRÓLEO;EXPORTAÇÃO;4143389,235;876172681
2015;FEV;PETRÓLEO;EXPORTAÇÃO;2765310,457;676721007
2015;JAN;PETRÓLEO;EXPORTAÇÃO;3732468,319;1188709955
2015;JUL;PETRÓLEO;EXPORTAÇÃO;3129111,482;1001821787
2015;JUN;PETRÓLEO;EXPORTAÇÃO;4414593,771;1445919594
2015;MAI;PETRÓLEO;EXPORTAÇÃO;3732575,904;1149737010
2015;MAR;PETRÓLEO;EXPORTAÇÃO;2989342,215;849856388
2015;NOV;PETRÓLEO;EXPORTAÇÃO;2759678,949;671700966
2015;OUT;PETRÓLEO;EXPORTAÇÃO;3955529,446;911490679
2015;SET;PETRÓLEO;EXPORTAÇÃO;3232281,27;788144333
2015;ABR;PETRÓLEO;IMPORTAÇÃO;933809,3781;357677096
2015;AGO;PETRÓLEO;IMPORTAÇÃO;1256352,646;523967695
2015;DEZ;PETRÓLEO;IMPORTAÇÃO;1825972,265;568353116
2015;FEV;PETRÓLEO;IMPORTAÇÃO;1959466,469;893358086
2015;JAN;PETRÓLEO;IMPORTAÇÃO;346853,4006;189920026
2015;JUL;PETRÓLEO;IMPORTAÇÃO;1314885,047;545401463
2015;JUN;PETRÓLEO;IMPORTAÇÃO;1852745,795;745218754
2015;MAI;PETRÓLEO;IMPORTAÇÃO;1095512,976;399557874
2015;MAR;PETRÓLEO;IMPORTAÇÃO;1379517,896;544153025
2015;NOV;PETRÓLEO;IMPORTAÇÃO;2092114,672;680414674
2015;OUT;PETRÓLEO;IMPORTAÇÃO;3242332,237;1344407130
2015;SET;PETRÓLEO;IMPORTAÇÃO;1506401,488;588415321
2016;ABR;PETRÓLEO;EXPORTAÇÃO;3926964,754;700856490
2016;AGO;PETRÓLEO;EXPORTAÇÃO;4453150,127;1068827024
2016;DEZ;PETRÓLEO;EXPORTAÇÃO;2923629,484;689946446
2016;FEV;PETRÓLEO;EXPORTAÇÃO;3566611,7;512908285
2016;JAN;PETRÓLEO;EXPORTAÇÃO;4366319,81;811488525
2016;JUL;PETRÓLEO;EXPORTAÇÃO;3634996,207;906794823
2016;JUN;PETRÓLEO;EXPORTAÇÃO;4129295,378;966238279
2016;MAI;PETRÓLEO;EXPORTAÇÃO;2614051,105;532942269
2016;MAR;PETRÓLEO;EXPORTAÇÃO;3365326,294;510255830
2016;NOV;PETRÓLEO;EXPORTAÇÃO;4322695,587;1161048155
2016;OUT;PETRÓLEO;EXPORTAÇÃO;4435660,357;1110381320
2016;SET;PETRÓLEO;EXPORTAÇÃO;4583385,238;1102109822
2016;ABR;PETRÓLEO;IMPORTAÇÃO;727263,9672;192239757
2016;AGO;PETRÓLEO;IMPORTAÇÃO;566044,2364;175033942
2016;DEZ;PETRÓLEO;IMPORTAÇÃO;483383,9842;170159981
2016;FEV;PETRÓLEO;IMPORTAÇÃO;1434966,971;375823862
2016;JAN;PETRÓLEO;IMPORTAÇÃO;817938,9625;232367531
2016;JUL;PETRÓLEO;IMPORTAÇÃO;650665,9141;210825086
2016;JUN;PETRÓLEO;IMPORTAÇÃO;1232932,201;353547766
2016;MAI;PETRÓLEO;IMPORTAÇÃO;987187,2867;228591881
2016;MAR;PETRÓLEO;IMPORTAÇÃO;1126892,493;277105349
2016;NOV;PETRÓLEO;IMPORTAÇÃO;816825,7947;228239833
2016;OUT;PETRÓLEO;IMPORTAÇÃO;772188,7311;234539871
2016;SET;PETRÓLEO;IMPORTAÇÃO;746323,7706;220380927
2017;ABR;PETRÓLEO;EXPORTAÇÃO;3521437,713;1000108139
2017;AGO;PETRÓLEO;EXPORTAÇÃO;5093140,381;1346375840
2017;DEZ;PETRÓLEO;EXPORTAÇÃO;3371316,697;1174849249
2017;FEV;PETRÓLEO;EXPORTAÇÃO;6928600,475;2072786736
2017;JAN;PETRÓLEO;EXPORTAÇÃO;6194334,859;1764351878
2017;JUL;PETRÓLEO;EXPORTAÇÃO;5989820,497;1559444323
2017;JUN;PETRÓLEO;EXPORTAÇÃO;6893917,306;1974958222
2017;MAI;PETRÓLEO;EXPORTAÇÃO;3928539,789;1084204184
2017;MAR;PETRÓLEO;EXPORTAÇÃO;4454891,618;1311569791
2017;NOV;PETRÓLEO;EXPORTAÇÃO;2812291,326;877012428
2017;OUT;PETRÓLEO;EXPORTAÇÃO;4228830,353;1234825486
2017;SET;PETRÓLEO;EXPORTAÇÃO;4414123,593;1224510539
2017;ABR;PETRÓLEO;IMPORTAÇÃO;599975,1321;217237751
2017;AGO;PETRÓLEO;IMPORTAÇÃO;644490,2947;195107993
2017;DEZ;PETRÓLEO;IMPORTAÇÃO;652333,4105;271399262
2017;FEV;PETRÓLEO;IMPORTAÇÃO;979391,9097;309412221
2017;JAN;PETRÓLEO;IMPORTAÇÃO;397565,3473;118307174
2017;JUL;PETRÓLEO;IMPORTAÇÃO;1079257,881;358275935
2017;JUN;PETRÓLEO;IMPORTAÇÃO;927099,0978;312469853
2017;MAI;PETRÓLEO;IMPORTAÇÃO;848567,2182;284433855
2017;MAR;PETRÓLEO;IMPORTAÇÃO;217102,4763;86620514
2017;NOV;PETRÓLEO;IMPORTAÇÃO;863962,649;314147839
2017;OUT;PETRÓLEO;IMPORTAÇÃO;917299,9591;328329584
2017;SET;PETRÓLEO;IMPORTAÇÃO;533816,4271;171212195
2018;ABR;PETRÓLEO;EXPORTAÇÃO;5088890,706;1866533334
2018;AGO;PETRÓLEO;EXPORTAÇÃO;4704572,435;1992925456
2018;DEZ;PETRÓLEO;EXPORTAÇÃO;5258798,523;1719666531
2018;FEV;PETRÓLEO;EXPORTAÇÃO;4046335,288;1526352825
2018;JAN;PETRÓLEO;EXPORTAÇÃO;6117841,852;2097812220
2018;JUL;PETRÓLEO;EXPORTAÇÃO;9012651,246;3465354755
2018;JUN;PETRÓLEO;EXPORTAÇÃO;3181470,752;1225136635
2018;MAI;PETRÓLEO;EXPORTAÇÃO;4210360,308;1659626149
2018;MAR;PETRÓLEO;EXPORTAÇÃO;4612640,497;1697297641
2018;NOV;PETRÓLEO;EXPORTAÇÃO;5087989,475;2112114191
2018;OUT;PETRÓLEO;EXPORTAÇÃO;7530963,965;3113372773
2018;SET;PETRÓLEO;EXPORTAÇÃO;6333800,637;2620580793
2018;ABR;PETRÓLEO;IMPORTAÇÃO;347136,3495;151366313
2018;AGO;PETRÓLEO;IMPORTAÇÃO;1533654,094;727748775
2018;DEZ;PETRÓLEO;IMPORTAÇÃO;968834,8946;481875015
2018;FEV;PETRÓLEO;IMPORTAÇÃO;905373,6082;386091562
2018;JAN;PETRÓLEO;IMPORTAÇÃO;928042,7278;343679066
2018;JUL;PETRÓLEO;IMPORTAÇÃO;635280,4854;320632360
2018;JUN;PETRÓLEO;IMPORTAÇÃO;826599,1154;418800720
2018;MAI;PETRÓLEO;IMPORTAÇÃO;758314,6754;335148290
2018;MAR;PETRÓLEO;IMPORTAÇÃO;1065877,586;455994145
2018;NOV;PETRÓLEO;IMPORTAÇÃO;360697,893;198898243
2018;OUT;PETRÓLEO;IMPORTAÇÃO;1687504,554;830192299
2018;SET;PETRÓLEO;IMPORTAÇÃO;787649,4367;392074439
2019;ABR;PETRÓLEO;EXPORTAÇÃO;7653496,376;2972157607
2019;AGO;PETRÓLEO;EXPORTAÇÃO;5310990,361;1883137326
2019;DEZ;PETRÓLEO;EXPORTAÇÃO;9705514,214;2719673183
2019;FEV;PETRÓLEO;EXPORTAÇÃO;4535468,119;1596785188
2019;JAN;PETRÓLEO;EXPORTAÇÃO;5543138,437;2028953419
2019;JUL;PETRÓLEO;EXPORTAÇÃO;4229438,764;1581879483
2019;JUN;PETRÓLEO;EXPORTAÇÃO;4027529,327;1580083573
2019;MAI;PETRÓLEO;EXPORTAÇÃO;5376136,232;2161957499
2019;MAR;PETRÓLEO;EXPORTAÇÃO;5441944,563;1995565620
2019;NOV;PETRÓLEO;EXPORTAÇÃO;4191961,349;1361476162
2019;OUT;PETRÓLEO;EXPORTAÇÃO;5861484,062;2027454116
2019;SET;PETRÓLEO;EXPORTAÇÃO;6157725,748;2093208676
2019;ABR;PETRÓLEO;IMPORTAÇÃO;525376,4841;234675439
2019;AGO;PETRÓLEO;IMPORTAÇÃO;546062,448;228354217
2019;DEZ;PETRÓLEO;IMPORTAÇÃO;1163044,303;482245846
2019;FEV;PETRÓLEO;IMPORTAÇÃO;619854,6113;247022286
2019;JAN;PETRÓLEO;IMPORTAÇÃO;816655,6748;379404133
2019;JUL;PETRÓLEO;IMPORTAÇÃO;1431950,921;632130643
2019;JUN;PETRÓLEO;IMPORTAÇÃO;1165653,596;528019891
2019;MAI;PETRÓLEO;IMPORTAÇÃO;1111798,586;494730549
2019;MAR;PETRÓLEO;IMPORTAÇÃO;1256002,351;476876145
2019;NOV;PETRÓLEO;IMPORTAÇÃO;998333,9609;384278635
2019;OUT;PETRÓLEO;IMPORTAÇÃO;472774,0721;197377025
2019;SET;PETRÓLEO;IMPORTAÇÃO;875899,6646;366526669
2020;ABR;PETRÓLEO;EXPORTAÇÃO;7516539,165;1817132843
2020;AGO;PETRÓLEO;EXPORTAÇÃO;5975566,001;1496515261
2020;DEZ;PETRÓLEO;EXPORTAÇÃO;6002803,694;1588726881
2020;FEV;PETRÓLEO;EXPORTAÇÃO;6683196,876;2316023766
2020;JAN;PETRÓLEO;EXPORTAÇÃO;4797621,367;1707992442
2020;JUL;PETRÓLEO;EXPORTAÇÃO;8857395,067;1928276220
2020;JUN;PETRÓLEO;EXPORTAÇÃO;6191054,238;1156303100
2020;MAI;PETRÓLEO;EXPORTAÇÃO;9382939,801;1386002196
2020;MAR;PETRÓLEO;EXPORTAÇÃO;7252177,643;2023525034
2020;NOV;PETRÓLEO;EXPORTAÇÃO;5993049,75;1459084689
2020;OUT;PETRÓLEO;EXPORTAÇÃO;5193908,548;1262950878
2020;SET;PETRÓLEO;EXPORTAÇÃO;5710505,002;1471324597
2020;ABR;PETRÓLEO;IMPORTAÇÃO;851060,2871;340394731
2020;AGO;PETRÓLEO;IMPORTAÇÃO;333562,5576;86395749
2020;DEZ;PETRÓLEO;IMPORTAÇÃO;535096,4306;145230711
2020;FEV;PETRÓLEO;IMPORTAÇÃO;810705,6;333210946
2020;JAN;PETRÓLEO;IMPORTAÇÃO;508576,8341;207990370
2020;JUL;PETRÓLEO;IMPORTAÇÃO;654205,6424;259549171
2020;JUN;PETRÓLEO;IMPORTAÇÃO;1649147,353;485468302
2020;MAI;PETRÓLEO;IMPORTAÇÃO;293178,1247;77926222
2020;MAR;PETRÓLEO;IMPORTAÇÃO;781466,1165;301306165
2020;NOV;PETRÓLEO;IMPORTAÇÃO;737467,1894;190356078
2020;OUT;PETRÓLEO;IMPORTAÇÃO;353987,8953;98413669
2020;SET;PETRÓLEO;IMPORTAÇÃO;302422,1329;87489455
2021;ABR;PETRÓLEO;EXPORTAÇÃO;7355438,584;2826701536
2021;AGO;PETRÓLEO;EXPORTAÇÃO;7707015,75;3204026884
2021;DEZ;PETRÓLEO;EXPORTAÇÃO;6718050,799;3006933933
2021;FEV;PETRÓLEO;EXPORTAÇÃO;5618996,133;1877907033
2021;JAN;PETRÓLEO;EXPORTAÇÃO;5527369,74;1591315839
2021;JUL;PETRÓLEO;EXPORTAÇÃO;4782734,682;2058804985
2021;JUN;PETRÓLEO;EXPORTAÇÃO;9243048,068;3743887034
2021;MAI;PETRÓLEO;EXPORTAÇÃO;5764589,241;2230682322
2021;MAR;PETRÓLEO;EXPORTAÇÃO;7301429,29;2661483504
2021;NOV;PETRÓLEO;EXPORTAÇÃO;4117719,632;1934787403
2021;OUT;PETRÓLEO;EXPORTAÇÃO;6647774,506;2985889023
2021;SET;PETRÓLEO;EXPORTAÇÃO;5994072,501;2486562157
2021;ABR;PETRÓLEO;IMPORTAÇÃO;1123810,065;424160511
2021;AGO;PETRÓLEO;IMPORTAÇÃO;526463,5612;277679781
2021;DEZ;PETRÓLEO;IMPORTAÇÃO;597140,5894;301356337
2021;FEV;PETRÓLEO;IMPORTAÇÃO;700485,7247;217992635
2021;JAN;PETRÓLEO;IMPORTAÇÃO;225466,6812;96760569
2021;JUL;PETRÓLEO;IMPORTAÇÃO;1434531,355;618138825
2021;JUN;PETRÓLEO;IMPORTAÇÃO;814959,5706;318442506
2021;MAI;PETRÓLEO;IMPORTAÇÃO;1293626,945;494418836
2021;MAR;PETRÓLEO;IMPORTAÇÃO;641554,8859;247178152
2021;NOV;PETRÓLEO;IMPORTAÇÃO;757670,1035;367436479
2021;OUT;PETRÓLEO;IMPORTAÇÃO;614189,3518;276011205
2021;SET;PETRÓLEO;IMPORTAÇÃO;740044,9718;355679818
2022;ABR;PETRÓLEO;EXPORTAÇÃO;5053338,635;3021133133
2022;AGO;PETRÓLEO;EXPORTAÇÃO;6626203,272;3928197090
2022;DEZ;PETRÓLEO;EXPORTAÇÃO;9483963,892;4507383475
2022;FEV;PETRÓLEO;EXPORTAÇÃO;7356855,233;3938875347
2022;JAN;PETRÓLEO;EXPORTAÇÃO;4764135,488;2151151388
2022;JUL;PETRÓLEO;EXPORTAÇÃO;5416851,62;3465105228
2022;JUN;PETRÓLEO;EXPORTAÇÃO;6446306,202;3971869769
2022;MAI;PETRÓLEO;EXPORTAÇÃO;5037222,707;3097566778
2022;MAR;PETRÓLEO;EXPORTAÇÃO;6063586,297;3479507047
2022;NOV;PETRÓLEO;EXPORTAÇÃO;9329301,166;4569070822
2022;OUT;PETRÓLEO;EXPORTAÇÃO;6008856,739;2959747613
2022;SET;PETRÓLEO;EXPORTAÇÃO;6504997,79;3464156399
2022;ABR;PETRÓLEO;IMPORTAÇÃO;823383,9341;611789336
2022;AGO;PETRÓLEO;IMPORTAÇÃO;1134575,926;795493494
2022;DEZ;PETRÓLEO;IMPORTAÇÃO;2049666,419;1191903365
2022;FEV;PETRÓLEO;IMPORTAÇÃO;920428,98;482247666
2022;JAN;PETRÓLEO;IMPORTAÇÃO;1031858,447;536856773
2022;JUL;PETRÓLEO;IMPORTAÇÃO;1095471,149;771529207
2022;JUN;PETRÓLEO;IMPORTAÇÃO;1329164,024;899636765
2022;MAI;PETRÓLEO;IMPORTAÇÃO;1039216,208;732948917
2022;MAR;PETRÓLEO;IMPORTAÇÃO;1372892,289;762338310
2022;NOV;PETRÓLEO;IMPORTAÇÃO;1663696,404;970883023
2022;OUT;PETRÓLEO;IMPORTAÇÃO;1850988,567;1115473935
2022;SET;PETRÓLEO;IMPORTAÇÃO;1630029,82;1043765015
2023;FEV;PETRÓLEO;EXPORTAÇÃO;2872573,62;1199498348
2023;JAN;PETRÓLEO;EXPORTAÇÃO;7183410,07;3146824339
2023;FEV;PETRÓLEO;IMPORTAÇÃO;1415933,786;744182755
2023;JAN;PETRÓLEO;IMPORTAÇÃO;1785377,756;1013577742
